,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
83,FMS,Fresenius Medical Care AG & Co. KGaA,12.09B,-1.30%,90598,21.62B
84,UHS,"Universal Health Services, Inc.",11.81B,-2.77%,103457,14.28B
85,DVA,DaVita Inc.,11.80B,0.07%,119715,12.14B
86,SRPT,"Sarepta Therapeutics, Inc.",11.67B,-1.29%,91474,1.24B
87,LEGN,Legend Biotech Corporation,11.53B,3.68%,313897,-
88,UTHR,United Therapeutics Corporation,11.44B,1.39%,63741,2.33B
89,RGEN,Repligen Corporation,10.90B,-1.06%,33575,638.76M
90,EXAS,Exact Sciences Corporation,10.90B,0.82%,277998,2.50B
91,NTRA,"Natera, Inc.",10.75B,-0.64%,171235,1.08B
92,TFX,Teleflex Incorporated,10.56B,-0.05%,22683,2.97B
93,CTLT,"Catalent, Inc.",10.21B,-0.25%,325560,4.10B
94,THC,Tenet Healthcare Corporation,9.87B,-1.74%,330645,20.56B
95,QGEN,Qiagen N.V.,9.84B,0.58%,115079,1.97B
96,BIO,"Bio-Rad Laboratories, Inc.",9.74B,-0.47%,19822,2.67B
97,BIO.B,"Bio-Rad Laboratories, Inc.",9.74B,1.70%,2,-
98,CHE,Chemed Corporation,9.68B,-0.05%,11296,2.26B
99,HSIC,"Henry Schein, Inc.",9.61B,-0.09%,209143,12.34B
100,PEN,"Penumbra, Inc.",9.46B,0.20%,20762,1.06B
101,ATR,"AptarGroup, Inc.",9.45B,-0.51%,22262,3.49B
102,SWAV,"ShockWave Medical, Inc.",9.41B,1.10%,56063,730.23M
103,ROIV,Roivant Sciences Ltd.,8.61B,-0.14%,1194909,123.24M
104,ASND,Ascendis Pharma A/S,8.30B,0.94%,17103,296.35M
105,ELAN,Elanco Animal Health Incorporated,8.11B,-1.58%,823967,4.42B
106,PCVX,"Vaxcyte, Inc.",7.88B,-1.49%,59057,-
107,STVN,Stevanato Group S.p.A.,7.79B,0.46%,27587,1.21B
108,VKTX,"Viking Therapeutics, Inc.",7.75B,-7.40%,2431216,-
109,EHC,Encompass Health Corporation,7.66B,-0.77%,55996,4.80B
110,ACHC,"Acadia Healthcare Company, Inc.",7.55B,-0.98%,73598,2.93B
111,GMED,"Globus Medical, Inc.",7.49B,-1.39%,139579,1.57B
112,CERE,"Cerevel Therapeutics Holdings, Inc.",7.49B,0.39%,140570,-
113,APLS,"Apellis Pharmaceuticals, Inc.",7.43B,-0.57%,111933,396.59M
114,JAZZ,Jazz Pharmaceuticals plc,7.33B,-0.26%,87626,3.83B
115,MASI,Masimo Corporation,7.11B,-2.77%,57676,2.05B
116,ENSG,"The Ensign Group, Inc.",7.01B,-0.72%,74307,3.73B
117,XRAY,DENTSPLY SIRONA Inc.,7.00B,-0.24%,230626,3.97B
118,HQY,"HealthEquity, Inc.",6.96B,0.38%,41816,971.04M
119,CYTK,"Cytokinetics, Incorporated",6.77B,-1.57%,246403,7.53M
120,EXEL,"Exelixis, Inc.",6.73B,0.65%,376635,1.83B
121,ITCI,"Intra-Cellular Therapies, Inc.",6.53B,-1.74%,66173,464.37M
122,IONS,"Ionis Pharmaceuticals, Inc.",6.41B,0.20%,117613,787.65M
123,CRSP,CRISPR Therapeutics AG,6.34B,-0.98%,320877,371.21M
124,INSP,"Inspire Medical Systems, Inc.",5.87B,-1.70%,53754,624.80M
125,RCM,R1 RCM Inc.,5.83B,1.01%,1533658,2.25B
126,BLCO,Bausch + Lomb Corporation,5.76B,0.18%,16979,4.15B
127,BPMC,Blueprint Medicines Corporation,5.65B,-2.49%,46923,249.38M
128,OPCH,"Option Care Health, Inc.",5.61B,0.91%,52083,4.30B
129,GRFS,"Grifols, S.A.",5.56B,-4.14%,742608,6.45B
130,NUVL,"Nuvalent, Inc.",5.41B,-2.06%,32222,-
131,RVMD,"Revolution Medicines, Inc.",5.31B,2.14%,269903,11.58M
132,HALO,"Halozyme Therapeutics, Inc.",5.29B,0.31%,133446,829.25M
133,DOCS,"Doximity, Inc.",5.21B,0.75%,107699,468.33M
134,BBIO,"BridgeBio Pharma, Inc.",5.10B,1.76%,253363,9.30M
135,MDGL,"Madrigal Pharmaceuticals, Inc.",5.08B,2.84%,168199,-
136,ALKS,Alkermes plc,4.89B,-1.26%,173576,1.66B
137,KRYS,"Krystal Biotech, Inc.",4.86B,1.38%,101364,50.70M
138,TXG,"10x Genomics, Inc.",4.74B,0.69%,196299,618.73M
139,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,4.73B,-3.04%,143459,-
140,OGN,Organon & Co.,4.72B,-0.79%,398677,6.26B
141,IMVT,"Immunovant, Inc.",4.60B,0.63%,137216,-
142,IOVA,"Iovance Biotherapeutics, Inc.",4.39B,-0.64%,1790212,1.19M
143,MMSI,"Merit Medical Systems, Inc.",4.36B,-0.69%,31036,1.26B
144,GKOS,Glaukos Corporation,4.33B,-0.33%,35190,314.71M
145,LNTH,"Lantheus Holdings, Inc.",4.28B,-1.20%,93645,1.30B
146,RARE,Ultragenyx Pharmaceutical Inc.,4.16B,-0.87%,47517,434.25M
147,ALVO,Alvotech,4.15B,-1.03%,30203,63.75M
148,ARWR,"Arrowhead Pharmaceuticals, Inc.",4.14B,-5.75%,614260,181.74M
149,INSM,Insmed Incorporated,4.13B,-0.07%,296558,305.21M
150,PRGO,Perrigo Company plc,4.10B,0.73%,601135,4.66B
151,HAE,Haemonetics Corporation,4.04B,0.57%,38996,1.27B
152,SHC,Sotera Health Company,3.91B,-0.40%,92048,1.05B
153,EVH,"Evolent Health, Inc.",3.91B,-1.14%,61424,1.96B
154,ACAD,ACADIA Pharmaceuticals Inc.,3.86B,2.45%,248894,726.44M
155,ITGR,Integer Holdings Corporation,3.86B,-1.12%,23682,1.60B
156,ACLX,"Arcellx, Inc.",3.82B,-2.24%,89348,110.32M
157,SWTX,"SpringWorks Therapeutics, Inc.",3.77B,0.47%,184017,5.45M
158,SGRY,"Surgery Partners, Inc.",3.73B,-,115055,2.74B
159,CBAY,"CymaBay Therapeutics, Inc.",3.71B,0.39%,2354876,31.07M
160,IBRX,"ImmunityBio, Inc.",3.68B,-0.82%,828191,556.00K
161,PBH,Prestige Consumer Healthcare Inc.,3.66B,-0.31%,31036,1.13B
162,AZTA,"Azenta, Inc.",3.65B,-0.54%,39178,641.02M
163,NVST,Envista Holdings Corporation,3.64B,0.71%,148591,2.57B
164,FOLD,"Amicus Therapeutics, Inc.",3.63B,0.28%,168051,399.36M
165,SEM,Select Medical Holdings Corporation,3.63B,-0.87%,42486,6.66B
166,NEOG,Neogen Corporation,3.60B,-1.10%,275735,918.68M
167,AXSM,"Axsome Therapeutics, Inc.",3.50B,-2.53%,219314,270.60M
168,XENE,Xenon Pharmaceuticals Inc.,3.49B,-2.83%,257792,-
169,IRTC,"iRhythm Technologies, Inc.",3.46B,-1.86%,19754,492.68M
170,AXNX,"Axonics, Inc.",3.45B,-0.10%,68674,366.38M
171,PGNY,"Progyny, Inc.",3.42B,1.01%,64980,1.09B
172,IDYA,"IDEAYA Biosciences, Inc.",3.40B,-2.46%,89940,23.39M
173,BHC,Bausch Health Companies Inc.,3.38B,-0.60%,143327,8.76B
174,OSCR,"Oscar Health, Inc.",3.36B,-0.31%,469572,5.86B
175,CRNX,"Crinetics Pharmaceuticals, Inc.",3.30B,0.12%,44415,4.01M
176,ARVN,"Arvinas, Inc.",3.20B,-0.70%,40591,78.50M
177,RDNT,"RadNet, Inc.",3.18B,-0.65%,184693,1.62B
178,CLDX,"Celldex Therapeutics, Inc.",3.15B,-1.22%,71440,6.88M
179,CERT,"Certara, Inc.",3.09B,-0.31%,170563,354.34M
180,QDEL,QuidelOrtho Corporation,3.09B,1.68%,193335,3.00B
181,SMMT,Summit Therapeutics Inc.,3.09B,-0.34%,727533,-
182,IMCR,Immunocore Holdings plc,3.07B,0.28%,34730,249.43M
183,BEAM,Beam Therapeutics Inc.,3.06B,0.36%,113216,377.71M
184,AMED,"Amedisys, Inc.",3.04B,-0.01%,18041,2.24B
185,INDV,Indivior PLC,2.98B,-,30043,1.09B
186,OLK,Olink Holding AB (publ),2.94B,0.06%,82526,158.93M
187,GDRX,"GoodRx Holdings, Inc.",2.92B,-0.41%,260788,750.27M
188,DNLI,Denali Therapeutics Inc.,2.91B,2.96%,196285,330.53M
189,LIVN,LivaNova PLC,2.90B,-0.17%,73815,1.15B
190,NTLA,"Intellia Therapeutics, Inc.",2.88B,0.70%,209305,36.28M
191,IART,Integra LifeSciences Holdings Corporation,2.87B,-1.31%,120480,1.54B
192,MLTX,MoonLake Immunotherapeutics,2.87B,0.34%,222971,-
193,LFST,"LifeStance Health Group, Inc.",2.74B,0.42%,202799,1.06B
194,TMDX,"TransMedics Group, Inc.",2.74B,-1.98%,202372,241.62M
195,PRVA,"Privia Health Group, Inc.",2.72B,-2.05%,71383,1.66B
196,MRUS,Merus N.V.,2.72B,2.04%,183598,43.95M
197,MOR,MorphoSys AG,2.69B,-0.31%,98321,321.80M
198,KYMR,"Kymera Therapeutics, Inc.",2.66B,-1.03%,82294,78.59M
199,RXRX,"Recursion Pharmaceuticals, Inc.",2.63B,-2.77%,1436901,44.58M
200,CNMD,CONMED Corporation,2.62B,-1.26%,66466,1.24B
201,DNA,"Ginkgo Bioworks Holdings, Inc.",2.61B,0.41%,5727002,251.46M
202,TGTX,"TG Therapeutics, Inc.",2.59B,-2.68%,925906,233.66M
203,TDOC,"Teladoc Health, Inc.",2.58B,1.82%,1185231,2.60B
204,PINC,"Premier, Inc.",2.55B,0.12%,178577,1.32B
205,HCM,HUTCHMED (China) Limited,2.54B,0.50%,8572,838.00M
206,KROS,"Keros Therapeutics, Inc.",2.54B,-1.23%,51992,151.00K
207,EVO,Evotec SE,2.53B,-0.99%,13842,-
208,ICUI,"ICU Medical, Inc.",2.52B,-0.36%,29238,2.26B
209,RCKT,"Rocket Pharmaceuticals, Inc.",2.52B,1.17%,110785,-
210,RYTM,"Rhythm Pharmaceuticals, Inc.",2.52B,-4.53%,110998,77.43M
211,PRCT,PROCEPT BioRobotics Corporation,2.51B,-4.61%,108021,136.19M
212,FTRE,Fortrea Holdings Inc.,2.49B,-3.31%,773182,-
213,NARI,"Inari Medical, Inc.",2.49B,0.05%,163944,493.63M
214,CORT,Corcept Therapeutics Incorporated,2.45B,-0.68%,79086,482.38M
215,PDCO,"Patterson Companies, Inc.",2.43B,-1.21%,68823,6.57B
216,AGL,"agilon health, inc.",2.42B,0.76%,917462,4.32B
217,GH,"Guardant Health, Inc.",2.40B,0.81%,183707,563.95M
218,PTCT,"PTC Therapeutics, Inc.",2.39B,-0.35%,158105,937.82M
219,VERA,"Vera Therapeutics, Inc.",2.38B,-0.87%,46532,-
220,CGON,"CG Oncology, Inc.",2.37B,0.30%,123458,191.00K
221,ALPN,"Alpine Immune Sciences, Inc.",2.35B,0.82%,248917,30.80M
222,NMRA,"Neumora Therapeutics, Inc.",2.35B,-1.94%,53466,-
223,AMN,"AMN Healthcare Services, Inc.",2.31B,-0.64%,123395,3.79B
224,GLPG,Galapagos NV,2.28B,1.03%,18641,-
225,AMPH,"Amphastar Pharmaceuticals, Inc.",2.20B,-2.58%,82541,644.40M
226,VCEL,Vericel Corporation,2.18B,-1.83%,81544,197.52M
227,TWST,Twist Bioscience Corporation,2.17B,0.13%,98510,262.36M
228,SANA,"Sana Biotechnology, Inc.",2.09B,4.74%,309155,-
229,SNDX,"Syndax Pharmaceuticals, Inc.",2.09B,-2.04%,123493,-
230,DYN,"Dyne Therapeutics, Inc.",2.06B,2.23%,370597,-
231,MYGN,"Myriad Genetics, Inc.",2.03B,1.95%,37942,753.20M
232,ARDX,"Ardelyx, Inc.",2.02B,0.86%,1269459,124.46M
233,TNDM,"Tandem Diabetes Care, Inc.",2.01B,-2.80%,504280,747.72M
234,JANX,"Janux Therapeutics, Inc.",2.01B,-0.33%,122843,8.08M
235,NEO,"NeoGenomics, Inc.",2.00B,1.18%,119455,591.64M
236,SDGR,"Schrödinger, Inc.",1.99B,1.25%,277958,216.67M
237,OMI,"Owens & Minor, Inc.",1.96B,-1.99%,87623,10.33B
238,RXST,"RxSight, Inc.",1.94B,-2.42%,57210,89.08M
239,MRVI,"Maravai LifeSciences Holdings, Inc.",1.93B,-1.17%,379273,288.95M
240,CPRX,"Catalyst Pharmaceuticals, Inc.",1.92B,-0.80%,138815,398.20M
241,ZLAB,Zai Lab Limited,1.91B,4.63%,139563,266.72M
242,NAMS,NewAmsterdam Pharma Company N.V.,1.87B,0.86%,10784,15.66M
243,MORF,"Morphic Holding, Inc.",1.86B,0.59%,55051,521.00K
244,ASTH,Astrana Health Inc,1.86B,-3.18%,44577,1.39B
245,INMD,InMode Ltd.,1.85B,-0.50%,169552,492.05M
246,PROK,ProKidney Corp.,1.81B,-3.30%,116116,-
247,KURA,"Kura Oncology, Inc.",1.79B,1.64%,278975,-
248,NVCR,NovoCure Limited,1.77B,-3.14%,269703,509.34M
249,PTGX,"Protagonist Therapeutics, Inc.",1.77B,0.07%,75296,60.00M
250,ATEC,"Alphatec Holdings, Inc.",1.77B,1.13%,310254,482.26M
251,HRMY,"Harmony Biosciences Holdings, Inc.",1.76B,-2.19%,42302,582.02M
252,AGIO,"Agios Pharmaceuticals, Inc.",1.76B,-0.67%,52806,26.82M
253,AKRO,"Akero Therapeutics, Inc.",1.76B,2.18%,349402,-
254,STAA,STAAR Surgical Company,1.75B,10.23%,303072,322.42M
255,ATRC,"AtriCure, Inc.",1.72B,1.60%,167563,399.25M
256,DVAX,Dynavax Technologies Corporation,1.72B,0.80%,167431,232.28M
257,RNA,"Avidity Biosciences, Inc.",1.71B,-0.21%,142781,9.56M
258,GPCR,Structure Therapeutics Inc.,1.71B,-4.58%,329443,-
259,VCYT,"Veracyte, Inc.",1.71B,0.09%,85910,361.05M
260,SUPN,"Supernus Pharmaceuticals, Inc.",1.70B,0.80%,69413,607.52M
261,INBX,"Inhibrx, Inc.",1.68B,-0.14%,43652,1.80M
262,ADUS,Addus HomeCare Corporation,1.66B,-2.19%,7056,1.06B
263,AMRX,"Amneal Pharmaceuticals, Inc.",1.65B,0.56%,200740,2.39B
264,RCUS,"Arcus Biosciences, Inc.",1.63B,3.39%,102250,117.00M
265,PRTA,Prothena Corporation plc,1.62B,-0.60%,52198,91.37M
266,APGE,"Apogee Therapeutics, Inc.",1.62B,2.64%,185879,-
267,EWTX,"Edgewise Therapeutics, Inc.",1.60B,-1.69%,42876,-
268,USPH,"U.S. Physical Therapy, Inc.",1.58B,0.42%,9010,604.80M
269,TARO,Taro Pharmaceutical Industries Ltd.,1.58B,-0.19%,1877,610.83M
270,IRON,"Disc Medicine, Inc.",1.58B,-5.53%,51358,-
271,BTSG,"BrightSpring Health Services, Inc.",1.56B,0.39%,111952,8.83B
272,VIR,"Vir Biotechnology, Inc.",1.53B,1.01%,88402,86.18M
273,UFPT,"UFP Technologies, Inc.",1.53B,-1.06%,37345,400.07M
274,IMNM,"Immunome, Inc.",1.52B,-2.78%,111793,10.19M
275,LMAT,"LeMaitre Vascular, Inc.",1.50B,-1.93%,12680,193.48M
276,XNCR,"Xencor, Inc.",1.48B,-3.13%,111243,168.34M
277,AVDL,Avadel Pharmaceuticals plc,1.48B,0.12%,104549,27.96M
278,FDMT,"4D Molecular Therapeutics, Inc.",1.47B,-0.30%,66032,20.72M
279,KNSA,"Kiniksa Pharmaceuticals, Ltd.",1.47B,-0.96%,33739,270.26M
280,PCRX,"Pacira BioSciences, Inc.",1.46B,-0.92%,43625,674.98M
281,SLNO,"Soleno Therapeutics, Inc.",1.46B,-2.53%,28184,-
282,ADMA,"ADMA Biologics, Inc.",1.45B,-2.68%,661537,258.22M
283,AHCO,AdaptHealth Corp.,1.44B,1.38%,192274,3.20B
284,WRBY,Warby Parker Inc.,1.44B,-0.99%,187264,669.77M
285,MNKD,MannKind Corporation,1.43B,-10.06%,2621306,198.96M
286,PHVS,Pharvaris N.V.,1.42B,0.11%,33317,-
287,NHC,National HealthCare Corporation,1.42B,2.34%,21443,1.14B
288,ANIP,"ANI Pharmaceuticals, Inc.",1.42B,-2.81%,32272,486.82M
289,IRWD,"Ironwood Pharmaceuticals, Inc.",1.41B,2.28%,1441770,442.74M
290,ABCL,AbCellera Biologics Inc.,1.40B,4.72%,993355,38.03M
291,PHR,"Phreesia, Inc.",1.38B,-1.29%,41535,337.88M
292,ESTA,Establishment Labs Holdings Inc.,1.37B,-2.70%,74136,165.15M
293,DCPH,"Deciphera Pharmaceuticals, Inc.",1.37B,0.53%,68977,163.36M
294,DAWN,"Day One Biopharmaceuticals, Inc.",1.36B,1.48%,392872,-
295,RLAY,"Relay Therapeutics, Inc.",1.35B,-2.62%,120268,25.55M
296,AGTI,"Agiliti, Inc.",1.34B,0.20%,138613,1.17B
297,SAGE,"Sage Therapeutics, Inc.",1.33B,-2.17%,163485,86.46M
298,AUTL,Autolus Therapeutics plc,1.33B,-0.96%,151702,5.52M
299,MIRM,"Mirum Pharmaceuticals, Inc.",1.31B,-0.96%,48466,144.73M
300,VRNA,Verona Pharma plc,1.31B,0.99%,58058,-
301,OMCL,"Omnicell, Inc.",1.31B,-1.63%,113424,1.15B
302,LGND,Ligand Pharmaceuticals Incorporated,1.31B,-0.33%,11351,-
303,TLRY,"Tilray Brands, Inc.",1.28B,-0.88%,3544520,700.50M
304,BLTE,"Belite Bio, Inc",1.27B,-0.94%,8594,-
305,ARQT,"Arcutis Biotherapeutics, Inc.",1.27B,-7.62%,1254916,59.61M
306,IMTX,Immatics N.V.,1.26B,-1.30%,31065,80.56M
307,VERV,"Verve Therapeutics, Inc.",1.25B,-0.23%,120840,11.76M
308,TARS,"Tarsus Pharmaceuticals, Inc.",1.25B,-5.69%,211827,17.45M
309,GERN,Geron Corporation,1.23B,8.00%,7468369,237.00K
310,SRRK,Scholar Rock Holding Corporation,1.22B,-0.94%,181362,-
311,ETNB,"89bio, Inc.",1.21B,1.78%,187552,-
312,COLL,"Collegium Pharmaceutical, Inc.",1.20B,-1.06%,64184,566.77M
313,VRDN,"Viridian Therapeutics, Inc.",1.20B,3.29%,277916,314.00K
314,MDXG,"MiMedx Group, Inc.",1.20B,-1.41%,115698,321.48M
315,EYPT,"EyePoint Pharmaceuticals, Inc.",1.19B,-6.43%,234106,46.02M
316,PACB,"Pacific Biosciences of California, Inc.",1.19B,-2.48%,1261696,200.52M
317,KYTX,"Kyverna Therapeutics, Inc.",1.17B,0.84%,83975,7.03M
318,OCUL,"Ocular Therapeutix, Inc.",1.15B,-1.15%,449364,57.72M
319,BKD,Brookdale Senior Living Inc.,1.15B,-2.64%,147949,3.02B
320,TNGX,"Tango Therapeutics, Inc.",1.14B,-1.17%,76569,37.51M
321,BCRX,"BioCryst Pharmaceuticals, Inc.",1.12B,0.74%,437560,331.41M
322,ZJYL,Jin Medical International Ltd.,1.10B,-,145703,19.19M
323,ZNTL,"Zentalis Pharmaceuticals, Inc.",1.09B,-3.22%,106570,-
324,MGNX,"MacroGenics, Inc.",1.09B,0.34%,408487,58.75M
325,CNTA,Centessa Pharmaceuticals plc,1.08B,-8.66%,49052,-
326,TVGN,Tevogen Bio Holdings Inc,1.07B,1.93%,2210,-
327,LQDA,Liquidia Corporation,1.06B,-2.88%,81237,18.32M
328,TYRA,"Tyra Biosciences, Inc.",1.03B,0.41%,17845,-
329,ALHC,"Alignment Healthcare, Inc.",1.02B,0.74%,100550,1.82B
330,RGNX,REGENXBIO Inc.,1.01B,1.41%,142233,90.24M
331,QTRX,Quanterix Corporation,1.01B,-,47133,122.37M
332,ORIC,"ORIC Pharmaceuticals, Inc.",1.01B,0.07%,155215,-
333,DH,Definitive Healthcare Corp.,998.29M,-1.89%,46127,251.42M
334,SYRE,"Spyre Therapeutics, Inc.",990.58M,-2.19%,26180,886.00K
335,SLN,Silence Therapeutics plc,989.56M,-3.61%,26668,33.78M
336,ARCT,Arcturus Therapeutics Holdings Inc.,988.88M,3.70%,106823,296.24M
337,PRME,"Prime Medicine, Inc.",969.11M,1.49%,55170,-
338,NRC,National Research Corporation,965.15M,-0.74%,2452,148.58M
339,CABA,"Cabaletta Bio, Inc.",962.83M,-4.94%,183801,-
340,BCYC,Bicycle Therapeutics plc,960.27M,-2.05%,20197,26.98M
341,CRGX,"CARGO Therapeutics, Inc.",941.12M,4.82%,95936,-
342,HCSG,"Healthcare Services Group, Inc.",939.66M,-2.78%,62408,1.67B
343,INVA,"Innoviva, Inc.",938.29M,-0.81%,129486,310.46M
344,PLRX,"Pliant Therapeutics, Inc.",936.72M,-2.89%,33107,1.58M
345,CTKB,"Cytek Biosciences, Inc.",930.69M,-1.05%,149853,183.12M
346,AVNS,"Avanos Medical, Inc.",918.98M,-0.05%,23026,673.30M
347,FNA,"Paragon 28, Inc.",911.21M,-1.36%,18933,216.39M
348,HLVX,"HilleVax, Inc.",892.21M,-0.57%,2630,-
349,ALLO,"Allogene Therapeutics, Inc.",885.14M,0.10%,483408,186.00K
350,SLP,"Simulations Plus, Inc.",873.26M,-1.16%,19939,62.11M
351,SPRY,"ARS Pharmaceuticals, Inc.",834.22M,-2.65%,80005,1.35M
352,WVE,Wave Life Sciences Ltd.,829.09M,-1.77%,150404,113.31M
353,AORT,"Artivion, Inc.",825.33M,0.12%,27006,354.00M
354,EOLS,"Evolus, Inc.",815.27M,3.41%,296525,202.09M
355,SAVA,"Cassava Sciences, Inc.",811.77M,-2.05%,317294,-
356,TMCI,"Treace Medical Concepts, Inc.",810.84M,-2.02%,23361,187.12M
